index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
29640,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,2022
29641,0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,2022
29642,0.55,Ideal,G,VS1,60.9,55.0,5.27,5.31,3.22,2022
29643,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,2022
29644,0.62,Premium,G,VS2,60.9,59.0,5.52,5.48,3.35,2022
29645,0.62,Premium,G,VS2,60.2,60.0,5.58,5.52,3.34,2022
29646,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,2022
29647,0.65,Ideal,F,SI1,61.4,58.0,5.56,5.5,3.39,2022
29648,0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,2022
29649,0.5,Ideal,H,VVS2,61.6,57.0,5.08,5.14,3.15,2022
29650,0.54,Ideal,D,VS2,61.2,56.0,5.23,5.29,3.22,2022
29651,0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,2022
29652,0.51,Ideal,G,VVS2,61.6,56.0,5.14,5.12,3.16,2022
29653,0.51,Ideal,G,VVS2,62.9,57.0,5.12,5.06,3.2,2022
29654,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2022
29655,0.77,Very Good,J,VS2,62.1,62.0,5.82,5.87,3.63,2022
29656,0.7,Ideal,J,VS2,61.6,56.0,5.65,5.71,3.5,2022
29657,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,2022
29658,0.52,Ideal,E,VS1,61.8,55.0,5.17,5.22,3.21,2022
29659,0.5,Ideal,H,IF,61.1,58.0,5.1,5.14,3.13,2022
29660,0.5,Ideal,H,IF,62.4,54.0,5.1,5.13,3.19,2022
29661,0.58,Good,E,SI1,61.0,62.0,5.36,5.33,3.26,2022
29662,0.7,Premium,J,SI1,62.8,59.0,5.65,5.6,3.53,2022
29663,0.51,Ideal,D,VS1,60.9,57.0,5.2,5.17,3.16,2022
29664,0.51,Ideal,D,VS1,61.7,54.0,5.15,5.12,3.17,2022
29665,0.55,Ideal,H,VVS1,61.7,55.0,5.27,5.3,3.27,2022
29666,0.55,Ideal,H,VVS1,62.4,56.0,5.21,5.24,3.26,2022
29667,0.3,Very Good,I,SI1,61.9,61.0,4.27,4.29,2.65,2022
29668,0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,2022
29669,0.3,Very Good,I,SI1,61.6,59.0,4.29,4.34,2.66,2022
29670,0.3,Premium,G,SI2,62.5,59.0,4.27,4.31,2.68,2022
29671,0.3,Good,J,VS1,63.5,58.0,4.24,4.27,2.7,2022
29672,0.3,Good,F,SI2,63.5,57.0,4.22,4.25,2.69,2022
29673,0.3,Good,J,VS1,63.3,60.0,4.22,4.25,2.68,2022
29674,0.3,Good,I,SI1,63.3,59.0,4.23,4.3,2.7,2022
29675,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,2022
29676,0.3,Good,J,VS1,63.4,57.0,4.23,4.26,2.69,2022
29677,0.3,Very Good,I,SI1,62.2,57.0,4.25,4.27,2.65,2022
29678,0.3,Very Good,I,SI1,60.5,62.0,4.33,4.37,2.63,2022
29679,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,2022
29680,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,2022
29681,0.31,Ideal,J,VS2,62.3,54.0,4.35,4.38,2.72,2022
29682,0.26,Very Good,G,VS2,62.4,57.0,4.09,4.12,2.56,2022
29683,0.24,Very Good,I,VS1,61.8,56.0,3.98,4.01,2.46,2022
29684,0.26,Ideal,G,VS2,62.3,54.0,4.09,4.1,2.55,2022
29685,0.23,Very Good,F,VVS2,61.9,59.0,3.94,3.97,2.45,2022
29686,0.23,Very Good,F,VVS2,61.5,58.0,3.9,3.94,2.41,2022
29687,0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,2022
29688,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,2022
29689,0.23,Very Good,E,VVS2,61.2,58.0,3.93,3.98,2.42,2022
29690,0.23,Very Good,E,VVS2,60.9,59.0,3.96,3.99,2.42,2022
29691,0.23,Very Good,D,VVS2,61.0,59.0,3.95,3.98,2.42,2022
29692,0.23,Very Good,D,VVS2,62.2,58.0,3.94,3.97,2.46,2022
29693,0.23,Very Good,D,VVS2,61.3,59.0,3.91,3.99,2.42,2022
29694,0.23,Very Good,D,VVS2,61.3,58.0,3.93,3.97,2.42,2022
29695,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,2022
29696,0.23,Very Good,D,VVS2,61.9,58.0,3.91,3.94,2.43,2022
29697,0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,2022
29698,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,2022
29699,0.23,Very Good,E,VVS1,62.9,59.0,3.93,3.95,2.48,2022
29700,0.23,Very Good,E,VVS1,60.0,59.0,3.97,4.03,2.4,2022
29701,0.23,Very Good,E,VVS1,63.5,54.0,3.92,3.95,2.5,2022
29702,0.23,Very Good,E,VVS1,62.1,58.0,3.9,3.93,2.43,2022
29703,0.59,Good,E,VS2,61.3,62.0,5.36,5.4,3.3,2022
29704,0.5,Ideal,D,VS2,62.3,55.0,5.11,5.07,3.17,2022
29705,0.5,Premium,D,VS2,61.2,60.0,5.12,5.08,3.12,2022
29706,0.5,Premium,D,VS2,61.4,59.0,5.15,5.11,3.15,2022
29707,0.5,Ideal,D,VS2,62.5,54.0,5.09,5.05,3.17,2022
29708,0.5,Ideal,D,VS2,61.9,57.0,5.09,5.06,3.14,2022
29709,0.5,Premium,D,VS2,62.1,58.0,5.08,5.03,3.14,2022
29710,0.5,Ideal,D,VS2,62.8,56.0,5.08,5.04,3.18,2022
29711,0.5,Premium,D,VS2,61.9,58.0,5.1,5.04,3.14,2022
29712,0.5,Ideal,D,VS2,62.6,56.0,5.08,5.05,3.17,2022
29713,0.5,Premium,D,VS2,62.9,61.0,5.03,4.96,3.14,2022
29714,0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,2022
29715,0.5,Ideal,E,VS2,63.8,54.0,5.07,5.05,3.23,2022
29716,0.5,Premium,D,VS2,60.2,57.0,5.21,5.15,3.12,2022
29717,0.54,Very Good,H,VVS1,62.0,57.0,5.2,5.25,3.24,2022
29718,0.72,Premium,J,VS2,61.4,58.0,5.74,5.76,3.53,2022
29719,0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,2022
29720,0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,2022
29721,0.54,Ideal,H,VVS1,60.4,55.0,5.27,5.32,3.2,2022
29722,0.78,Premium,H,SI2,61.1,59.0,5.91,5.88,3.6,2022
29723,0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,2022
29724,0.52,Very Good,D,VS2,62.9,59.0,5.11,5.13,3.22,2022
29725,0.52,Ideal,G,VVS2,61.4,57.0,5.17,5.19,3.18,2022
29726,0.54,Ideal,E,VS2,61.8,55.0,5.26,5.24,3.24,2022
29727,0.54,Ideal,G,VS1,61.9,54.0,5.25,5.28,3.26,2022
29728,0.57,Ideal,F,VS2,61.7,57.0,5.36,5.33,3.3,2022
29729,0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27,2022
29730,0.57,Ideal,D,SI1,62.4,56.0,5.32,5.29,3.31,2022
29731,0.54,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,2022
29732,0.54,Ideal,G,VS1,61.8,54.0,5.24,5.22,3.23,2022
29733,0.54,Premium,G,VS1,61.1,59.0,5.26,5.22,3.2,2022
29734,0.54,Premium,G,VS1,61.6,56.0,5.26,5.23,3.23,2022
29735,0.54,Ideal,E,VS2,60.5,56.0,5.28,5.26,3.19,2022
29736,0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,2022
29737,0.54,Ideal,E,VS2,61.4,57.0,5.25,5.21,3.21,2022
29738,0.54,Ideal,E,VS2,61.9,57.0,5.23,5.2,3.23,2022
29739,0.57,Premium,D,SI1,60.2,60.0,5.36,5.34,3.22,2022
29740,0.52,Ideal,H,VVS1,61.7,55.0,5.2,5.17,3.2,2022
29741,0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27,2022
29742,0.55,Premium,G,SI1,60.2,59.0,5.32,5.28,3.19,2022
29743,0.55,Ideal,D,VS2,61.7,57.0,5.21,5.26,3.23,2022
29744,0.53,Ideal,H,VS1,60.8,57.0,5.24,5.29,3.2,2022
29745,0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17,2022
29746,0.7,Fair,I,SI1,62.0,67.0,5.54,5.5,3.42,2022
29747,0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25,2022
29748,0.51,Very Good,D,VS1,62.4,58.0,5.13,5.16,3.21,2022
29749,0.54,Ideal,F,VS1,60.7,59.0,5.27,5.3,3.21,2022
29750,0.52,Fair,G,IF,65.5,55.0,4.98,5.06,3.29,2022
29751,0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,2022
29752,0.62,Good,G,VS2,61.0,62.0,5.41,5.5,3.33,2022
29753,0.57,Premium,E,VS2,61.0,58.0,5.31,5.34,3.25,2022
29754,0.57,Ideal,G,VS1,62.1,56.0,5.3,5.33,3.3,2022
29755,0.57,Ideal,G,VS1,62.0,55.0,5.29,5.35,3.3,2022
29756,0.57,Ideal,E,VS2,61.7,56.0,5.34,5.36,3.3,2022
29757,0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,2022
29758,0.57,Premium,E,VS2,61.4,58.0,5.32,5.37,3.28,2022
29759,0.57,Ideal,E,VS2,61.6,56.0,5.33,5.38,3.3,2022
29760,0.57,Ideal,E,VS2,61.8,56.0,5.29,5.33,3.28,2022
29761,0.57,Very Good,E,VS2,62.9,57.0,5.26,5.29,3.32,2022
29762,0.7,Good,F,SI2,64.1,55.0,5.58,5.52,3.56,2022
29763,0.53,Very Good,E,VS2,60.1,59.0,5.24,5.27,3.16,2022
29764,0.53,Very Good,E,VS1,58.5,61.0,5.28,5.39,3.12,2022
29765,0.51,Ideal,G,VS1,61.8,56.0,5.1,5.15,3.17,2022
29766,0.57,Ideal,E,VS2,62.5,56.0,5.3,5.33,3.32,2022
29767,0.55,Ideal,G,VS2,60.4,56.0,5.38,5.31,3.23,2022
29768,0.5,Ideal,D,VS2,60.7,57.0,5.12,5.22,3.14,2022
29769,0.7,Very Good,J,VS1,59.6,62.0,5.7,5.77,3.42,2022
29770,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,2022
29771,0.55,Ideal,G,VS1,61.5,57.0,5.28,5.23,3.23,2022
29772,0.55,Ideal,E,VS1,61.5,57.0,5.27,5.23,3.23,2022
29773,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2022
29774,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,2022
29775,0.53,Ideal,D,VS2,62.3,56.0,5.14,5.17,3.21,2022
29776,0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,2022
29777,0.53,Ideal,D,VS2,62.1,55.0,5.17,5.2,3.22,2022
29778,0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,2022
29779,0.53,Ideal,D,VS2,61.2,57.0,5.2,5.26,3.2,2022
29780,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2022
29781,0.53,Ideal,D,VS2,61.4,55.0,5.21,5.25,3.21,2022
29782,0.53,Ideal,D,VS2,60.6,57.0,5.24,5.28,3.19,2022
29783,0.53,Premium,D,VS2,61.5,58.0,5.2,5.24,3.21,2022
29784,0.53,Ideal,D,VS2,61.5,56.0,5.17,5.23,3.2,2022
29785,0.53,Ideal,D,VS2,61.4,56.0,5.2,5.23,3.2,2022
29786,0.53,Ideal,D,VS2,61.2,55.0,5.21,5.25,3.2,2022
29787,0.5,Ideal,G,SI1,60.2,57.0,5.16,5.2,3.12,2022
29788,0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,2022
29789,0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,2022
29790,0.72,Premium,I,SI1,60.8,58.0,5.83,5.78,3.53,2022
29791,0.51,Ideal,G,VVS2,62.2,53.4,5.11,5.15,3.19,2022
29792,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,2022
29793,0.75,Very Good,J,SI1,61.7,56.0,5.81,5.92,3.62,2022
29794,0.64,Ideal,E,SI1,62.7,57.0,5.54,5.47,3.45,2022
29795,0.48,Ideal,G,IF,61.6,54.0,5.03,5.1,3.12,2022
29796,0.7,Good,E,SI2,62.2,63.0,5.65,5.6,3.5,2022
29797,0.6,Ideal,G,VS2,62.0,54.0,5.43,5.47,3.38,2022
29798,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2022
29799,0.65,Ideal,E,SI1,61.8,55.0,5.57,5.6,3.45,2022
29800,0.58,Premium,E,VS2,59.4,60.0,5.47,5.43,3.24,2022
29801,0.6,Good,E,SI1,62.7,60.1,5.31,5.36,3.35,2022
29802,0.57,Ideal,D,VS2,62.1,56.0,5.29,5.34,3.3,2022
29803,0.72,Ideal,J,SI1,61.8,54.0,5.76,5.8,3.57,2022
29804,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,2022
29805,0.56,Premium,E,VS2,61.1,57.0,5.38,5.33,3.27,2022
29806,0.5,Ideal,G,VVS1,62.1,53.5,5.08,5.13,3.17,2022
29807,0.57,Ideal,D,VS2,61.7,57.0,5.3,5.33,3.28,2022
29808,0.47,Ideal,H,IF,61.9,56.0,4.99,5.02,3.1,2022
29809,0.7,Good,H,SI1,64.2,58.0,5.62,5.59,3.6,2022
29810,0.74,Fair,E,I1,58.2,65.0,6.03,5.89,3.47,2022
29811,0.56,Premium,D,SI1,62.3,58.0,5.28,5.21,3.27,2022
29812,0.74,Good,G,SI1,64.2,59.0,5.69,5.62,3.63,2022
29813,0.74,Good,G,SI1,63.6,58.0,5.73,5.71,3.64,2022
29814,0.72,Ideal,G,SI2,61.8,57.0,5.73,5.69,3.53,2022
29815,0.72,Very Good,J,SI1,61.1,57.0,5.75,5.8,3.53,2022
29816,0.59,Premium,I,IF,61.2,58.0,5.38,5.41,3.3,2022
29817,0.54,Ideal,F,VS1,60.9,57.0,5.26,5.21,3.19,2022
29818,0.6,Ideal,F,VS2,62.1,57.0,5.39,5.37,3.34,2022
29819,0.67,Very Good,H,VS2,62.9,55.0,5.56,5.6,3.51,2022
29820,0.55,Very Good,D,VS2,59.8,57.0,5.31,5.35,3.19,2022
29821,0.5,Ideal,G,VVS2,61.4,56.0,5.13,5.17,3.16,2022
29822,0.53,Ideal,G,VVS2,61.9,54.0,5.2,5.23,3.23,2022
29823,0.7,Very Good,I,VS2,62.8,55.0,5.63,5.67,3.55,2022
29824,0.61,Ideal,I,VVS2,62.0,54.0,5.51,5.47,3.4,2022
29825,0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,2022
29826,0.52,Premium,D,VS2,61.8,58.0,5.2,5.15,3.2,2022
29827,0.71,Very Good,J,VS2,60.1,61.0,5.77,5.82,3.48,2022
29828,0.58,Premium,F,VS2,62.4,55.0,5.38,5.36,3.35,2022
29829,0.57,Ideal,F,VS2,60.8,57.0,5.34,5.37,3.25,2022
29830,0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,2022
29831,0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,2022
29832,0.62,Very Good,I,VVS1,63.1,58.0,5.4,5.44,3.42,2022
29833,0.51,Very Good,G,VVS1,63.2,59.0,5.04,5.09,3.2,2022
29834,0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,2022
29835,0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4,2022
29836,0.55,Ideal,F,VS2,61.6,56.0,5.31,5.29,3.27,2022
29837,0.55,Ideal,F,VS2,62.1,55.0,5.27,5.25,3.26,2022
29838,0.58,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,2022
29839,0.52,Ideal,F,VS1,61.6,56.0,5.2,5.16,3.18,2022
29840,0.47,Ideal,E,VS1,61.2,56.0,5.01,5.05,3.08,2022
29841,0.52,Ideal,F,VS1,62.0,57.0,5.16,5.13,3.19,2022
29842,0.52,Ideal,F,VS1,62.3,55.0,5.21,5.16,3.23,2022
29843,0.64,Very Good,G,VS2,62.7,59.0,5.44,5.5,3.43,2022
29844,0.7,Ideal,J,VS2,61.8,53.0,5.73,5.76,3.55,2022
29845,0.7,Ideal,J,VS2,62.4,55.0,5.68,5.7,3.55,2022
29846,0.7,Ideal,I,SI2,62.3,55.0,5.67,5.72,3.55,2022
29847,0.52,Very Good,E,VS1,59.1,58.0,5.31,5.38,3.16,2022
29848,0.71,Very Good,I,SI2,63.7,57.0,5.64,5.67,3.6,2022
29849,0.51,Premium,G,VVS2,61.7,58.0,5.11,5.14,3.16,2022
29850,0.51,Very Good,G,VVS2,61.7,58.0,5.13,5.18,3.18,2022
29851,0.51,Good,G,VVS2,63.1,58.0,5.07,5.11,3.21,2022
29852,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2022
29853,0.51,Ideal,G,VVS2,61.8,56.0,5.1,5.16,3.17,2022
29854,0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,2022
29855,0.51,Very Good,G,VVS2,62.9,57.0,5.09,5.12,3.21,2022
29856,0.51,Ideal,G,VVS2,61.1,56.0,5.15,5.19,3.16,2022
29857,0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16,2022
29858,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,2022
29859,0.54,Ideal,H,VVS1,61.3,56.0,5.23,5.27,3.22,2022
29860,0.51,Ideal,F,VS2,62.6,55.0,5.15,5.1,3.21,2022
29861,0.6,Ideal,F,VS2,61.9,55.0,5.43,5.46,3.37,2022
29862,0.59,Ideal,E,VS2,62.1,55.0,5.4,5.42,3.36,2022
29863,0.7,Premium,G,SI2,61.0,58.0,5.75,5.72,3.5,2022
29864,0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,2022
29865,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,2022
29866,0.57,Ideal,G,VS1,60.3,57.0,5.4,5.42,3.26,2022
29867,0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,2022
29868,0.61,Very Good,H,VVS2,62.8,58.0,5.4,5.42,3.4,2022
29869,0.61,Premium,D,SI1,62.3,58.0,5.4,5.45,3.38,2022
29870,0.51,Very Good,D,VS2,60.1,59.0,5.16,5.19,3.11,2022
29871,0.51,Ideal,E,VS2,60.7,56.0,5.17,5.21,3.15,2022
29872,0.53,Premium,D,VS2,62.4,59.0,5.18,5.14,3.22,2022
29873,0.53,Ideal,D,VS2,60.9,57.0,5.24,5.17,3.17,2022
29874,0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,2022
29875,0.7,Good,F,SI1,64.3,62.0,5.55,5.49,3.55,2022
29876,0.52,Ideal,G,VVS2,61.2,55.0,5.22,5.2,3.19,2022
29877,0.55,Very Good,G,VVS2,57.1,63.0,5.39,5.47,3.1,2022
29878,0.51,Ideal,H,IF,62.0,54.0,5.14,5.18,3.2,2022
29879,0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,2022
29880,0.58,Premium,D,SI1,60.2,58.0,5.46,5.37,3.26,2022
29881,0.64,Ideal,H,SI1,61.8,55.0,5.56,5.57,3.44,2022
29882,0.53,Ideal,G,VVS2,61.5,56.0,5.18,5.22,3.2,2022
29883,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,2022
29884,0.55,Ideal,F,VS1,62.0,55.0,5.26,5.29,3.27,2022
29885,0.52,Ideal,G,VVS1,61.6,56.0,5.16,5.2,3.19,2022
29886,0.55,Ideal,G,VS1,60.9,55.0,5.32,5.29,3.23,2022
29887,0.55,Ideal,G,VS1,61.6,55.0,5.32,5.29,3.27,2022
29888,0.65,Fair,F,VS2,58.3,64.0,5.7,5.62,3.3,2022
29889,0.75,Premium,F,SI2,59.8,60.0,5.96,5.92,3.55,2022
29890,0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,2022
29891,0.51,Very Good,D,VS1,63.3,57.0,5.07,5.1,3.22,2022
29892,0.51,Ideal,D,VS1,62.3,56.0,5.09,5.12,3.18,2022
29893,0.67,Good,I,VVS2,58.9,51.0,5.74,5.78,3.4,2022
29894,0.56,Ideal,H,VVS1,62.3,55.0,5.3,5.26,3.29,2022
29895,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,2022
29896,0.51,Premium,D,VS2,59.7,58.0,5.24,5.18,3.11,2022
29897,0.51,Ideal,D,VS2,61.8,55.0,5.18,5.15,3.19,2022
29898,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,2022
29899,0.23,Ideal,F,VVS2,61.9,57.0,3.93,3.96,2.44,2022
29900,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,2022
29901,0.23,Ideal,E,VVS2,62.5,57.0,3.92,3.99,2.47,2022
29902,0.23,Ideal,E,VVS2,62.8,57.0,3.91,3.96,2.47,2022
29903,0.23,Ideal,D,VVS2,62.1,57.0,3.92,3.97,2.45,2022
29904,0.23,Ideal,F,VVS1,62.7,57.0,3.9,3.92,2.45,2022
29905,0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,2022
29906,0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,2022
29907,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,2022
29908,0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,2022
29909,0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,2022
29910,0.23,Very Good,E,VVS2,61.8,58.0,3.92,3.94,2.43,2022
29911,0.23,Good,E,VVS2,63.3,56.0,3.88,3.92,2.47,2022
29912,0.23,Very Good,D,VVS2,60.4,59.0,3.95,4.0,2.4,2022
29913,0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,2022
29914,0.34,Ideal,G,SI1,61.8,54.4,4.49,4.52,2.79,2022
29915,0.37,Ideal,G,SI1,61.1,56.0,4.64,4.66,2.84,2022
29916,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,2022
29917,0.23,Premium,G,VVS1,61.3,59.0,3.96,3.94,2.42,2022
29918,0.51,Ideal,D,VS2,61.5,57.0,5.14,5.11,3.15,2022
29919,0.51,Ideal,D,VS2,61.7,55.0,5.14,5.11,3.16,2022
29920,0.51,Ideal,D,VS2,62.4,55.0,5.14,5.11,3.2,2022
29921,0.51,Ideal,D,VS2,62.1,56.0,5.16,5.11,3.19,2022
29922,0.51,Premium,D,VS2,61.1,59.0,5.16,5.12,3.14,2022
29923,0.51,Ideal,D,VS2,62.3,55.0,5.19,5.12,3.21,2022
29924,0.51,Ideal,D,VS2,61.8,55.0,5.16,5.1,3.17,2022
29925,0.51,Ideal,D,VS2,61.9,57.0,5.13,5.11,3.17,2022
29926,0.51,Ideal,D,VS2,62.3,57.0,5.12,5.09,3.18,2022
29927,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,2022
29928,0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,2022
29929,0.56,Premium,E,VS1,60.1,61.0,5.38,5.31,3.21,2022
29930,0.56,Premium,E,VS2,58.8,59.0,5.45,5.36,3.18,2022
29931,0.59,Premium,H,VVS1,62.0,58.0,5.36,5.38,3.33,2022
29932,0.7,Very Good,F,SI2,63.4,58.0,5.62,5.58,3.55,2022
29933,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,2022
29934,0.5,Ideal,G,VVS1,61.9,58.0,5.06,5.09,3.14,2022
29935,0.52,Ideal,E,VS1,60.0,56.0,5.25,5.29,3.16,2022
29936,0.59,Ideal,E,VS2,61.5,56.0,5.42,5.38,3.32,2022
29937,0.59,Premium,E,VS2,62.3,55.0,5.43,5.39,3.37,2022
29938,0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,2022
29939,0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31,2022
29940,0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,2022
29941,0.58,Ideal,E,VS2,61.9,56.0,5.35,5.38,3.32,2022
29942,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,2022
29943,0.58,Ideal,E,VS2,61.9,57.0,5.33,5.37,3.31,2022
29944,0.58,Ideal,G,VS1,62.0,57.0,5.32,5.35,3.31,2022
29945,0.57,Ideal,E,VS1,61.6,55.0,5.32,5.36,3.29,2022
29946,0.57,Ideal,E,VS1,60.5,57.0,5.33,5.38,3.24,2022
29947,0.5,Very Good,G,VVS1,63.3,53.0,5.06,5.09,3.21,2022
29948,0.63,Very Good,D,SI1,62.8,57.0,5.4,5.46,3.41,2022
29949,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,2022
29950,0.66,Ideal,G,SI1,61.7,55.0,5.64,5.6,3.47,2022
29951,0.72,Very Good,J,SI1,58.3,62.0,5.87,5.93,3.44,2022
29952,0.59,Premium,H,VVS2,62.3,55.0,5.42,5.33,3.35,2022
29953,0.5,Very Good,G,VVS1,59.6,63.0,5.11,5.16,3.06,2022
29954,0.52,Ideal,E,VS2,61.7,56.0,5.16,5.21,3.2,2022
29955,0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,2022
29956,0.54,Very Good,E,VS1,61.8,58.0,5.23,5.28,3.25,2022
29957,0.56,Ideal,G,VVS2,62.5,56.0,5.24,5.28,3.29,2022
29958,0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,2022
29959,0.58,Ideal,D,VS2,61.2,54.0,5.4,5.42,3.31,2022
29960,0.71,Ideal,J,SI1,61.6,57.0,5.72,5.75,3.53,2022
29961,0.7,Very Good,H,SI2,63.3,56.0,5.64,5.68,3.58,2022
29962,0.7,Very Good,I,SI1,63.8,59.0,5.56,5.6,3.56,2022
29963,0.7,Very Good,I,SI1,63.2,59.0,5.59,5.62,3.54,2022
29964,0.55,Ideal,D,VS1,61.7,55.0,5.25,5.26,3.24,2022
29965,0.56,Ideal,G,VS1,61.2,54.0,5.36,5.32,3.27,2022
29966,0.7,Premium,I,SI2,62.4,58.0,5.68,5.64,3.53,2022
29967,0.7,Premium,I,SI2,59.5,58.0,5.79,5.73,3.43,2022
29968,0.5,Fair,E,VS1,55.3,65.0,5.35,5.31,2.95,2022
29969,0.54,Ideal,D,VS2,61.1,56.0,5.25,5.29,3.22,2022
29970,0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,2022
29971,0.54,Ideal,D,VS2,61.1,57.0,5.22,5.25,3.2,2022
29972,0.54,Very Good,D,VS2,61.1,55.0,5.24,5.37,3.24,2022
29973,0.54,Very Good,D,VS2,61.7,58.0,5.16,5.24,3.21,2022
29974,0.54,Very Good,D,VS2,60.6,58.0,5.26,5.3,3.2,2022
29975,0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,2022
29976,0.54,Premium,D,VS2,61.5,58.0,5.21,5.26,3.22,2022
29977,0.73,Fair,I,SI2,61.3,67.0,5.77,5.64,3.51,2022
29978,0.53,Ideal,G,VVS2,62.1,54.0,5.18,5.22,3.23,2022
29979,0.51,Ideal,G,VVS1,60.5,59.0,5.16,5.19,3.13,2022
29980,0.5,Ideal,D,VS2,61.8,56.0,5.11,5.14,3.16,2022
